,market_id,market_start_time,venue,market_type
0,1.231653897,2024-08-12T17:40:00,Windsor,WIN
1,1.231653956,2024-08-12T18:10:00,Windsor,WIN
2,1.231653903,2024-08-12T18:40:00,Windsor,WIN
3,1.231653965,2024-08-12T19:10:00,Windsor,WIN
