market_id,market_start_time,venue,market_type,selection_id,horse_name,status,last_price_traded,total_matched
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,69174753,Georgias Charm,ACTIVE,1.39,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,928425,Honour High,ACTIVE,5.3,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,74168371,Mustamento,ACTIVE,24.0,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,65436307,Lady Buttercup,ACTIVE,44.0,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,71023391,County Royal,ACTIVE,42.0,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,74168370,Glen Affric,ACTIVE,320.0,95437.65
1.233380131,2024-09-24 16:45:00+00:00,Warwick,WIN,71731028,Pleniflora,REMOVED,,95437.65
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,73420632,Orange Sky,ACTIVE,2.26,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,69474943,Titian Blue,ACTIVE,3.2,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,73805109,Arkinthestars,ACTIVE,7.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,74168387,Thamna,ACTIVE,19.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,72651349,Harswell Ruby,ACTIVE,24.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,74168385,Sweet Scent,ACTIVE,100.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,1055510,Media,ACTIVE,210.0,47634.46
1.233380209,2024-09-24 16:55:00+00:00,Newcastle,WIN,74168386,Candle Of Time,ACTIVE,350.0,47634.46
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,70013822,Charm Runner,ACTIVE,4.8,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,70296608,Monticristo Boy,ACTIVE,5.1,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,67337004,Ettorino,ACTIVE,6.2,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,67992237,Ashen Glow,ACTIVE,8.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,71023356,Indys Angel,ACTIVE,8.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,68612621,Stat Goddess,ACTIVE,14.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,69767891,Hickton,ACTIVE,18.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,68937450,Arias Dream,ACTIVE,26.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,68686032,Poets Peace,ACTIVE,46.0,12544.59
1.233380216,2024-09-24 17:30:00+00:00,Newcastle,WIN,72422022,Lilchita,ACTIVE,190.0,12544.59
1.233380223,2024-09-24 18:00:00+00:00,Newcastle,WIN,34000565,Asadjumeirah,ACTIVE,7.6,8977.66
