market_id,market_start_time,venue,market_type,selection_id,horse_name,status,morning_price,total_matched
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,10371597,Magical Trail,ACTIVE,4.4,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,24711668,Beronia,ACTIVE,4.4,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,72923505,Kathleens Glory,ACTIVE,6.2,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,72923502,Jowddah,ACTIVE,6.2,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,72923499,Bintjeddah,ACTIVE,8.8,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,72923500,Chiringita,ACTIVE,14.5,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,72923503,Pink Diesel,ACTIVE,25.0,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,72923504,Borderline Madness,ACTIVE,110.0,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,72923501,Ironist,REMOVED,,4485.12
1.232091511,2024-08-23 12:35:00,Newmarket,WIN,72617919,Missile Mac,REMOVED,,4485.12
1.232092785,2024-08-23 12:50:00,York,WIN,60191445,Wafei,ACTIVE,5.2,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,9203119,Insanity,ACTIVE,6.0,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,15446629,Mr Monaco,ACTIVE,7.2,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,55067924,Shadow Dance,ACTIVE,7.8,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,48500507,Lieber Power,ACTIVE,10.5,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,39947040,Derry Lad,ACTIVE,11.5,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,58644115,Grey Cuban,ACTIVE,15.0,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,10121868,Euchen Glen,ACTIVE,18.0,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,12828154,Dark Moon Rising,ACTIVE,40.0,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,40765946,Qitaal,ACTIVE,42.0,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,54140753,Track Of Time,ACTIVE,60.0,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,37525204,Law Of The Sea,ACTIVE,90.0,79366.72
1.232092785,2024-08-23 12:50:00,York,WIN,40693479,Dream Harder,REMOVED,,79366.72
1.23209155,2024-08-23 13:00:00,Ffos Las,WIN,8201372,Eagle One,ACTIVE,3.75,11096.95
1.23209155,2024-08-23 13:00:00,Ffos Las,WIN,2799063,Its All About You,ACTIVE,4.5,11096.95
1.23209155,2024-08-23 13:00:00,Ffos Las,WIN,25300319,Parikarma,ACTIVE,7.6,11096.95
1.23209155,2024-08-23 13:00:00,Ffos Las,WIN,38869659,Diamand De Vindecy,ACTIVE,9.8,11096.95
1.23209155,2024-08-23 13:00:00,Ffos Las,WIN,44049804,Cubana Habana,ACTIVE,9.8,11096.95
1.23209155,2024-08-23 13:00:00,Ffos Las,WIN,25479108,Russian Rumour,ACTIVE,10.5,11096.95
1.23209155,2024-08-23 13:00:00,Ffos Las,WIN,5526408,Captain Haddock,ACTIVE,14.0,11096.95
1.232091517,2024-08-23 13:10:00,Newmarket,WIN,71953903,Al Misbar,ACTIVE,2.06,18217.06
1.232091517,2024-08-23 13:10:00,Newmarket,WIN,4041969,Valiant Knight,ACTIVE,3.9,18217.06
1.232091517,2024-08-23 13:10:00,Newmarket,WIN,26799949,Stenmark,ACTIVE,9.6,18217.06
1.232091517,2024-08-23 13:10:00,Newmarket,WIN,72422005,Law Of Design,ACTIVE,17.5,18217.06
1.232091517,2024-08-23 13:10:00,Newmarket,WIN,46602579,Half Moon Bay,ACTIVE,18.5,18217.06
1.232091517,2024-08-23 13:10:00,Newmarket,WIN,72360917,The Lost King,ACTIVE,20.0,18217.06
1.232091517,2024-08-23 13:10:00,Newmarket,WIN,4151423,Regal Guest,ACTIVE,100.0,18217.06
1.232092792,2024-08-23 13:25:00,York,WIN,39650733,Point Lonsdale,ACTIVE,3.6,61579.91
1.232092792,2024-08-23 13:25:00,York,WIN,13831439,Gregory,ACTIVE,4.6,61579.91
1.232092792,2024-08-23 13:25:00,York,WIN,39176417,Vauban,ACTIVE,6.0,61579.91
1.232092792,2024-08-23 13:25:00,York,WIN,54795184,Alsakib,ACTIVE,8.2,61579.91
1.232092792,2024-08-23 13:25:00,York,WIN,41112084,Night Sparkle,ACTIVE,14.5,61579.91
1.232092792,2024-08-23 13:25:00,York,WIN,59692156,Align The Stars,ACTIVE,16.5,61579.91
1.232092792,2024-08-23 13:25:00,York,WIN,26400159,Quickthorn,ACTIVE,19.0,61579.91
1.232092792,2024-08-23 13:25:00,York,WIN,37337724,Al Nayyir,ACTIVE,50.0,61579.91
