market_id,market_start_time,venue,market_type,selection_id,horse_name,status,morning_price,total_matched
1.232045167,2024-08-22 16:20:00,York,WIN,159486,Miss Information,ACTIVE,5.7,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,56986757,Key To Cotai,ACTIVE,7.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,62597342,Alfa Kellenic,ACTIVE,16.5,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,49411868,Elim,ACTIVE,8.8,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,43174762,Arisaig,ACTIVE,10.5,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,59423615,Queen Of Mougins,ACTIVE,15.5,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,909741,Pinafore,ACTIVE,20.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,36771586,Sunfall,ACTIVE,20.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,69296691,Coppull Hall Lane,ACTIVE,15.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,55681537,Raknah,ACTIVE,25.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,10362159,Nine Tenths,ACTIVE,32.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,48060675,Back See Daa,ACTIVE,38.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,31428748,International Girl,ACTIVE,36.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,45528213,Mereside Diva,ACTIVE,50.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,38138574,Rock Melody,ACTIVE,55.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,68101004,Aquacell,ACTIVE,75.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,18371356,Enola Grey,ACTIVE,100.0,365083.72
1.232045167,2024-08-22 16:20:00,York,WIN,56330037,Queens Reign,REMOVED,,365083.72
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,44080143,Dancingontheedge,ACTIVE,6.8,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,21274,Saxon Queen,ACTIVE,6.4,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,772619,Fine By Me,ACTIVE,6.6,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,17679546,Rubys Reward,ACTIVE,7.8,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,41248198,Danzini,ACTIVE,11.5,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,66840522,League Clash,ACTIVE,17.0,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,50512338,Via Dante,ACTIVE,14.5,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,7633314,Borderline,ACTIVE,16.0,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,39882484,Esperti,ACTIVE,28.0,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,38480239,Frankie Faulkner,ACTIVE,26.0,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,7038707,Greystoke,ACTIVE,46.0,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,52027585,Mountain Bay,ACTIVE,38.0,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,35400235,Wearapinkribbon,ACTIVE,55.0,20447.58
1.232045109,2024-08-22 16:30:00,Newton Abbot,WIN,53892638,Lady Harriett,REMOVED,,20447.58
1.232045742,2024-08-22 16:45:00,Newcastle,WIN,59289585,Road to Wembley,ACTIVE,3.75,30246.67
1.232045742,2024-08-22 16:45:00,Newcastle,WIN,6782421,Almudena,ACTIVE,6.0,30246.67
1.232045742,2024-08-22 16:45:00,Newcastle,WIN,56615820,Soowaih,ACTIVE,8.8,30246.67
1.232045742,2024-08-22 16:45:00,Newcastle,WIN,13133480,Banderas,ACTIVE,8.6,30246.67
1.232045742,2024-08-22 16:45:00,Newcastle,WIN,62766714,Filibustering,ACTIVE,12.5,30246.67
1.232045742,2024-08-22 16:45:00,Newcastle,WIN,68425423,Far Lamore,ACTIVE,17.5,30246.67
1.232045742,2024-08-22 16:45:00,Newcastle,WIN,3313209,Abraaj,ACTIVE,17.5,30246.67
1.232045742,2024-08-22 16:45:00,Newcastle,WIN,47856505,Churchella,ACTIVE,26.0,30246.67
