market_id,market_start_time,venue,market_type,selection_id,horse_name,status,morning_price,total_matched
1.232257365,2024-08-27 12:40:00,Musselburgh,WIN,60157949,Rogue State,ACTIVE,2.56,3691.76
1.232257365,2024-08-27 12:40:00,Musselburgh,WIN,61256855,Dain Ma Nut In,ACTIVE,2.88,3691.76
1.232257365,2024-08-27 12:40:00,Musselburgh,WIN,67452412,Bletchley Pride,ACTIVE,4.9,3691.76
1.232257365,2024-08-27 12:40:00,Musselburgh,WIN,67992402,Racing Vicar,ACTIVE,17.0,3691.76
1.232257365,2024-08-27 12:40:00,Musselburgh,WIN,14165,Royal Emperor,ACTIVE,100.0,3691.76
1.232257365,2024-08-27 12:40:00,Musselburgh,WIN,60869992,Slaney Swagger,REMOVED,,3691.76
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,26757866,Law Degree,ACTIVE,3.8,1190.11
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,70867348,Mayor Of Maghera,ACTIVE,4.3,1190.11
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,71192483,Caledonian Dream,ACTIVE,6.8,1190.11
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,70610285,Corpus Juris,ACTIVE,7.6,1190.11
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,11248111,Himself,ACTIVE,9.8,1190.11
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,69474942,Aye Up Lass,ACTIVE,13.5,1190.11
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,69520157,Capturethemoment,ACTIVE,20.0,1190.11
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,71058773,Max The Tiger,ACTIVE,18.0,1190.11
1.232257372,2024-08-27 13:10:00,Musselburgh,WIN,70580878,Al Waseela,REMOVED,,1190.11
1.232256847,2024-08-27 13:25:00,Ripon,WIN,51943602,Mr Jetman,ACTIVE,4.1,3058.09
1.232256847,2024-08-27 13:25:00,Ripon,WIN,39135788,Ey Up Its The Boss,ACTIVE,4.1,3058.09
1.232256847,2024-08-27 13:25:00,Ripon,WIN,39174159,Bearwith,ACTIVE,7.0,3058.09
1.232256847,2024-08-27 13:25:00,Ripon,WIN,44431372,Eeetee,ACTIVE,9.6,3058.09
1.232256847,2024-08-27 13:25:00,Ripon,WIN,12890667,Poets Dawn,ACTIVE,11.5,3058.09
1.232256847,2024-08-27 13:25:00,Ripon,WIN,45350140,Leap Year Lad,ACTIVE,12.5,3058.09
1.232256847,2024-08-27 13:25:00,Ripon,WIN,5610053,Woodstock City,ACTIVE,15.0,3058.09
1.232256847,2024-08-27 13:25:00,Ripon,WIN,24813916,Arranmore,ACTIVE,24.0,3058.09
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,1278433,Jamies Choice,ACTIVE,4.5,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,16024552,Northern Prince,ACTIVE,4.7,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,9510639,Inanna,ACTIVE,4.9,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,56366589,Showboated,ACTIVE,8.2,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,45171127,Cuban Rock,ACTIVE,8.8,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,48412510,Grandad Bob,ACTIVE,16.0,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,41225836,Henery Hawk,ACTIVE,23.0,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,24576107,Hard Nut,ACTIVE,30.0,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,409843,Royal Duke,ACTIVE,,1507.54
1.232257379,2024-08-27 13:40:00,Musselburgh,WIN,1543053,Irish Dancer,REMOVED,,1507.54
1.232256834,2024-08-27 13:55:00,Ripon,WIN,72211811,Reservardo,ACTIVE,2.44,4407.59
1.232256834,2024-08-27 13:55:00,Ripon,WIN,71597392,Zayer,ACTIVE,2.76,4407.59
1.232256834,2024-08-27 13:55:00,Ripon,WIN,73074142,Another Abbot,ACTIVE,7.2,4407.59
1.232256834,2024-08-27 13:55:00,Ripon,WIN,73074144,Kullazain,ACTIVE,11.5,4407.59
1.232256834,2024-08-27 13:55:00,Ripon,WIN,73074145,Genius Mistake,ACTIVE,100.0,4407.59
1.232256834,2024-08-27 13:55:00,Ripon,WIN,71695199,Spaceage Love Song,ACTIVE,95.0,4407.59
