market_id,market_start_time,venue,market_type,selection_id,horse_name,status,last_price_traded,total_matched,highest_back_price
1.231732885,2024-08-14T13:15:00,Beverley,WIN,70296606,Bella Love,ACTIVE,4.5,0.0,4.5
1.231732885,2024-08-14T13:15:00,Beverley,WIN,71915805,Prosperitas,ACTIVE,4.7,0.0,4.7
1.231732885,2024-08-14T13:15:00,Beverley,WIN,5505080,Acrisius,ACTIVE,7.4,0.0,7.2
1.231732885,2024-08-14T13:15:00,Beverley,WIN,71770232,Novamay,ACTIVE,10.5,0.0,9.8
1.231732885,2024-08-14T13:15:00,Beverley,WIN,71731010,Bern Rossetti,ACTIVE,10.5,0.0,9.8
1.231732885,2024-08-14T13:15:00,Beverley,WIN,72176815,Lord Roxby,ACTIVE,11.5,0.0,11.5
1.231732885,2024-08-14T13:15:00,Beverley,WIN,72211829,Beerwah,ACTIVE,12.0,0.0,12.0
1.231732885,2024-08-14T13:15:00,Beverley,WIN,71273678,Montana Girl,ACTIVE,16.0,0.0,15.5
1.231732885,2024-08-14T13:15:00,Beverley,WIN,71847103,Kamara Queen,ACTIVE,28.0,0.0,23.0
1.231732885,2024-08-14T13:15:00,Beverley,WIN,72592649,Sole Spirit,ACTIVE,40.0,0.0,30.0
1.231732885,2024-08-14T13:15:00,Beverley,WIN,71384197,Fear And Fast,ACTIVE,160.0,0.0,70.0
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,54712588,Kracking,ACTIVE,3.2,0.0,3.2
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,46800494,Roman Spring,ACTIVE,6.2,0.0,6.0
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,77063,Diamond Cottage,ACTIVE,7.2,0.0,7.2
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,15753330,Spanish Mane,ACTIVE,7.8,0.0,7.8
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,10687610,Blacklion,ACTIVE,10.5,0.0,9.8
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,60087339,Clear Aim,ACTIVE,15.5,0.0,13.5
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,45645923,Boom Boom Pow,ACTIVE,18.5,0.0,17.5
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,55952944,Orange Rosetta,ACTIVE,30.0,0.0,24.0
1.231732842,2024-08-14T13:30:00,Salisbury,WIN,58579412,Little White Dove,ACTIVE,28.0,0.0,25.0
1.231732878,2024-08-14T13:45:00,Beverley,WIN,71880665,Stanhope Gardens,ACTIVE,1.73,0.0,1.72
1.231732878,2024-08-14T13:45:00,Beverley,WIN,71314079,Great David,ACTIVE,6.2,0.0,6.2
1.231732878,2024-08-14T13:45:00,Beverley,WIN,311170,Far Ahead,ACTIVE,7.0,0.0,6.8
1.231732878,2024-08-14T13:45:00,Beverley,WIN,8848317,High Season,ACTIVE,19.5,0.0,17.5
1.231732878,2024-08-14T13:45:00,Beverley,WIN,72592651,Kings Hand,ACTIVE,21.0,0.0,19.5
1.231732878,2024-08-14T13:45:00,Beverley,WIN,70013921,Amor Cordis,ACTIVE,65.0,0.0,50.0
1.231732878,2024-08-14T13:45:00,Beverley,WIN,20911754,Gentle Warrior,ACTIVE,65.0,0.0,55.0
1.231732878,2024-08-14T13:45:00,Beverley,WIN,72592650,Cools Gold,ACTIVE,85.0,0.0,65.0
1.231732878,2024-08-14T13:45:00,Beverley,WIN,45970831,Gungnir,ACTIVE,220.0,0.0,70.0
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,69584712,Nascimento,ACTIVE,3.25,0.0,3.2
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,1455104,Shout,ACTIVE,3.7,0.0,3.65
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,6591113,Gallant,ACTIVE,5.1,0.0,5.1
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,71120850,War Howl,ACTIVE,12.0,0.0,11.0
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,69474801,Redorange,ACTIVE,19.0,0.0,17.5
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,72592643,Gesundheit,ACTIVE,23.0,0.0,19.5
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,53271848,Mighty Ruler,ACTIVE,34.0,0.0,28.0
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,72592644,Naanas Sparkle,ACTIVE,44.0,0.0,34.0
1.231732849,2024-08-14T14:00:00,Salisbury,WIN,70754971,The Bear Of Saints,ACTIVE,80.0,0.0,60.0
