market_id,market_start_time,venue,market_type,selection_id,horse_name,status,morning_price,total_matched
1.23221979,2024-08-26 12:50:00,Chepstow,WIN,57783469,Outer Edge,ACTIVE,5.7,7509.96
1.23221979,2024-08-26 12:50:00,Chepstow,WIN,25769039,Some Nightmare,ACTIVE,5.9,7509.96
1.23221979,2024-08-26 12:50:00,Chepstow,WIN,41063653,Notre Maison,ACTIVE,5.7,7509.96
1.23221979,2024-08-26 12:50:00,Chepstow,WIN,10028599,So Smart,ACTIVE,6.8,7509.96
1.23221979,2024-08-26 12:50:00,Chepstow,WIN,135704,Revenue,ACTIVE,8.6,7509.96
1.23221979,2024-08-26 12:50:00,Chepstow,WIN,46028,My Delilah,ACTIVE,9.0,7509.96
1.23221979,2024-08-26 12:50:00,Chepstow,WIN,19410841,Concierge,ACTIVE,12.5,7509.96
1.23221979,2024-08-26 12:50:00,Chepstow,WIN,48651616,El Montejean,ACTIVE,34.0,7509.96
1.232219921,2024-08-26 13:02:00,Ripon,WIN,72070643,Huscal,ACTIVE,2.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,71058775,Cape Sovereign,ACTIVE,8.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,70679549,Calibos,ACTIVE,12.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,70832686,Lunar Force,ACTIVE,11.5,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,71915833,Keats House,ACTIVE,17.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,73038142,Brave Byreflection,ACTIVE,22.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,1500122,Dubai Magic,ACTIVE,19.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,73038141,Galway Sands,ACTIVE,28.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,13995685,Invincible Love,ACTIVE,60.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,2062396,Watchmaker,ACTIVE,70.0,7413.89
1.232219921,2024-08-26 13:02:00,Ripon,WIN,37750,Orlando Magic,REMOVED,,7413.89
1.232219882,2024-08-26 13:07:00,Epsom,WIN,167548,Gap Year,ACTIVE,3.15,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,72421997,Many Men,ACTIVE,4.9,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,10691730,Tactical Plan,ACTIVE,5.4,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,72422000,Jiffs Army,ACTIVE,9.2,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,71695174,Square Dalboni,ACTIVE,11.0,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,879229,Ignition,ACTIVE,9.4,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,323743,Risk,ACTIVE,27.9,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,73038140,Royal Lir,ACTIVE,38.36,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,69684806,Zoulu Warrior,ACTIVE,200.51,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,72322330,Irishiko,ACTIVE,150.0,18755.94
1.232219882,2024-08-26 13:07:00,Epsom,WIN,71953902,Letsbeatsepsis,REMOVED,,18755.94
1.232219964,2024-08-26 13:12:00,Southwell,WIN,69878550,Sunshine Soul,ACTIVE,3.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,24750737,Eartha,ACTIVE,6.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,1192159,Mademoiselle,ACTIVE,7.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,41968021,Nightbird,ACTIVE,8.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,72390321,Mollymook,ACTIVE,11.5,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,4531405,Rogue Dancer,ACTIVE,16.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,10258854,Thecla,ACTIVE,16.5,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,71352677,Mirage Mistress,ACTIVE,50.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,70938612,Andantini,ACTIVE,70.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,73038148,La Lunita,ACTIVE,80.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,533788,Startling,ACTIVE,160.0,2761.85
1.232219964,2024-08-26 13:12:00,Southwell,WIN,71352683,Shadow On The Hill,REMOVED,,2761.85
1.232219836,2024-08-26 13:17:00,Cartmel,WIN,937046,Trafalgar Square,ACTIVE,3.2,3347.91
1.232219836,2024-08-26 13:17:00,Cartmel,WIN,54909,Torrent,ACTIVE,3.65,3347.91
1.232219836,2024-08-26 13:17:00,Cartmel,WIN,46392621,Aaron,ACTIVE,5.1,3347.91
1.232219836,2024-08-26 13:17:00,Cartmel,WIN,61566335,Judicial Reward,ACTIVE,9.0,3347.91
1.232219836,2024-08-26 13:17:00,Cartmel,WIN,9648660,Malinka,ACTIVE,14.5,3347.91
1.232219836,2024-08-26 13:17:00,Cartmel,WIN,69077195,Path Of Stars,ACTIVE,27.0,3347.91
1.232219836,2024-08-26 13:17:00,Cartmel,WIN,62565024,Rubio De Oro,ACTIVE,70.0,3347.91
1.232219796,2024-08-26 13:25:00,Chepstow,WIN,12754,Top Star,ACTIVE,3.55,3602.18
1.232219796,2024-08-26 13:25:00,Chepstow,WIN,67452406,Coiled,ACTIVE,4.5,3602.18
1.232219796,2024-08-26 13:25:00,Chepstow,WIN,68134683,Son Of Astar,ACTIVE,5.2,3602.18
1.232219796,2024-08-26 13:25:00,Chepstow,WIN,70507406,Solar Edge,ACTIVE,7.8,3602.18
