"Race Time","Course","Distance (y)","Race Type","Official Going","Classifications","Draw","Draw IV","Position","Horse","Jockey Claim","Weight (pounds)","DSLR","Dam","Sire","Form String","SP Odds Decimal","BF Decimal SP","Won (1=Won, 0=Lost)","PRC Average","PRC Last Run","PRC 2nd Last Run","PRC 3rd Last Run","Pace Rating","Pace Rating Rank","OR","OR Rank","Tissue Odds Decimal","PFR Rank","Main","Main Rank","Main Stats","Stats","Stats Rank","Trn Stats","Jky Stats","TrnJky Stats","Hrs Stats","HA Career Speed Rating","HA Career Speed Rating Rank","HA Last 1 Year Speed Rating","HA Last 1 Year Speed Rating Rank","MR Career Speed Rating","MR Career Speed Rating Rank","MR Last 1 Year Speed Rating","MR Last 1 Year Speed Rating Rank","MR Last 3 Runs Speed Rating","MR Last 3 Runs Speed Rating Rank","LTO Speed Rating","LTO Speed Rating Rank","2nd LTO Speed Rating","2nd LTO Speed Rating Rank","3rd LTO Speed Rating","4th LTOt Speed Rating","Evening Price","Breakfast Price","Morning Price",dyHA,dyLTO,dyAVG,dyAVG(x),dyMR,dyMR(x),dy2HA,"Finished Races SR","WON SR Before","Won P/L Before","Plc SR Before","Distance LTO (Same Code)","Distance In Yards LTO (Same Code)","Pounds LTO (Same Code)","Official Rating LTO (Same Code)","Distance To Winner LTO (Same Code)",DSLR(F),DSLR(J),"FLAT TURF Runs Before","FLAT AW Runs Before","CHASE Runs Before","HURDLE Runs Before","NHF Runs Before","ALL FLAT Runs Before","FLAT TURF Wins Before","FLAT AW Wins Before","CHASE Wins Before","HURDLE Wins Before","NHF Wins Before","Distance In Yards LTO","Official Rating LTO","Distance To Winner LTO","Betfair SP Odds LTO (Decimcal)","Speed Rating LTO","PRC Average LTO","PRC Last Run LTO","PRC 2nd Last Run LTO","PRC 3rd Last Run LTO","JSH Mean Movement Rank","Cherry Picked Rating","Today's Going Wins","Today's Going Places","Today's Going Runs","Today's Distance Wins","Today's Distance Places","Today's Distance Runs","Today's Class Wins","Today's Class Places","Today's Class Runs","Today's Course Wins","Today's Course Places","Today's Course Runs","Heavy/Soft Ground Wins","Heavy/Soft Ground Places","Heavy/Soft Ground Runs","Good to Soft Ground Wins","Good to Soft Ground Runs","Good Ground Wins","Good Ground Runs","Good to Firm Ground Wins","Good to Firm Ground Runs","SpeedRating LTO"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Chilled Out","5","158","28","Gussy Goose","Churchill","0P-11556750","","1","0","41","33","40","49","2","4","86","2","126","9","269","8","519","250","8","52","48","67","83","48","2","0","5","22","5","0","5","0","5","0","5","0","2","0","0","67","67","101","71","49","43","50","52","49","69","83.33","9.09","5.53","4.55","2m","3520","160","90","62.2999992370605","28","460","10","6","0","6","0","16","2","0","0","0","0","2200","64","11.0500001907349","22.29","49","37","24","74","13","","","0","1","7","0","0","1","0","0","7","0","0","0","1","0","5","1","3","0","7","0","1","49"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Dark Mix","0","158","306","Chicklemix","Black Sam Bellamy","1-6","","1","0","0","0","0","0","4","2","0","3","3.13","2","327","2","622","295","4","56","78","61","100","0","6","0","5","0","6","0","5","0","5","0","5","0","2","0","0","6.5","5","5","67","67","53","53","53","53","39","","50","15","0","2m","3520","162","0","15.3500003814697","","306","0","0","0","0","2","0","0","0","0","0","1","3520","0","15.3500003814697","19.08","67","85","85","0","0","","","0","0","0","1","0","1","0","0","0","1","0","1","1","0","2","0","0","0","0","0","0","67"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Inishnabro","0","158","","Oilily","Soldier Of Fortune","","","1","0","0","0","0","0","0","8","0","3","","3","255","10","549","294","5","72","52","76","94","0","6","0","5","0","6","0","5","0","5","0","5","0","2","0","0","6","7","9","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Jack Hoola","0","158","27","Hoola Hula","Jack Hobbs","8","","1","0","52","52","0","0","0","8","0","3","19","4","290","5","536","246","9","72","68","69","37","24","5","24","4","24","4","24","4","24","4","24","4","0","2","0","0","51","51","34","24","24","24","24","24","24","","100","0","-1","0","1m 7f 168y","3468","153","0","42.7999992370605","","27","0","0","0","1","0","0","0","0","0","0","0","3468","0","42.7999992370605","116.96","24","0","0","0","0","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","24"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Jingle Jangle Jet","0","158","28","Follow The Dream","Bollin Eric","45-U6","","1","0","48","55","40","0","2","4","0","3","26","6","283","7","500","217","11","66","68","65","18","45","4","45","3","45","3","45","3","45","3","45","3","0","2","0","0","101","101","67","50","45","33","44","41","37","45","50","0","-4","0","1m 7f 50y","3350","158","0","46.75","","28","0","0","0","2","2","0","0","0","0","0","0","3350","0","46.75","790","45","40","40","0","0","","","0","0","4","0","0","3","0","0","2","0","0","1","0","0","0","0","0","0","4","0","0","45"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Kingsley","0","158","29","Trephine Du Sulon","Jeu St Eloi","8","","1","0","0","0","0","0","2","4","0","3","9","11","292","4","617","325","2","81","82","85","77","0","6","0","5","0","6","0","5","0","5","0","5","0","2","0","0","15","15","15","61","61","61","61","61","61","","","0","-1","0","2m","3520","145","0","12.0500001907349","","29","0","0","0","0","1","0","0","0","0","0","0","3520","0","12.0500001907349","9.98","61","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","61"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Rochester Brinks","0","158","13","Bonmahon","Mahler","O","","1","0","0","0","0","0","4","2","0","3","","11","258","9","534","276","6","69","68","62","77","0","6","0","5","0","6","0","5","0","5","0","5","0","2","0","0","51","51","101","0","0","0","","0","0","","","0","-1","0","1m 7f 168y","3468","149","0","0","","13","0","0","0","0","1","0","0","0","0","0","0","3468","0","0","38.81","0","0","0","0","0","","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Spirit Of Kinsale","0","158","","As Was","Blue Bresil","","","1","0","0","0","0","0","0","8","0","3","","8","235","13","618","383","1","98","95","96","94","0","6","0","5","0","6","0","5","0","5","0","5","0","2","0","0","2.63","2.88","2.5","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Sun Art","0","158","29","Lexus Du Charmil","Masked Marvel","6","","1","0","0","0","0","0","0","8","0","3","8.5","11","286","6","610","324","3","86","80","81","77","0","6","0","5","0","6","0","5","0","5","0","5","0","2","0","0","10","10","21","63","63","63","63","63","63","","","0","-1","0","2m","3520","156","0","8.25","","29","0","0","0","0","1","0","0","0","0","0","0","3520","0","8.25","14.35","63","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","63"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Tony's Tipple","0","158","9","Mrs Duchamp","Golden Lariat","6","","1","0","49","49","0","0","0","8","0","3","9","5","302","3","545","243","10","72","73","61","37","46","3","46","2","46","2","46","2","46","2","46","2","0","2","0","0","101","101","126","46","46","46","46","46","46","","100","0","-1","0","2m 3f","4180","154","0","21.25","","9","0","0","0","1","0","0","0","0","0","0","0","4180","0","21.25","190","46","0","0","0","0","","","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","46"
"14/11/2024 12:20:00 PM","Market Rasen","3645","Hurdle","Good","Mdn-Hdle","0","","","Typhoon Flyer","0","158","48","Mucho Macabi","Walk In The Park","32-233","","1","0","85","82","87","0","10","1","106","1","5","1","339","1","517","178","12","85","92","82","-81","58","1","58","1","55","1","55","1","55","1","58","1","53","1","0","0","4","3.25","2.75","62","58","57","55","58","54","58","100","0","-5","80","2m 4f","4400","153","0","32.5","","48","0","0","0","2","3","0","0","0","0","0","0","4400","0","32.5","14.2","58","87","87","0","0","","","0","1","1","0","1","1","0","2","3","0","1","1","0","2","3","0","1","0","1","0","0","58"
"14/11/2024 12:30:00 PM","Taunton","4000","Chase","Good To Firm","Hcap-Nov-Cha","0","","","Jet Of Dreams","0","156","11","Lady J D","Jet Away","282P3-21132","","1","0","81","80","70","93","2","2","103","2","1.8","1","369","1","759","390","1","97","99","96","98","63","1","63","1","52","1","52","1","63","1","63","1","52","1","63","51","1.25","1.25","1.2","63","63","46","59","51","63","63","92.86","12.5","-4.5","37.5","2m 104y","3624","151","103","3.25","","11","0","0","10","4","2","0","0","0","2","0","0","3624","103","3.25","6","63","85","70","93","92","","","0","0","0","0","0","0","0","2","6","0","0","0","0","0","2","0","5","2","9","0","0","63"
"14/11/2024 12:30:00 PM","Taunton","4000","Chase","Good To Firm","Hcap-Nov-Cha","0","","","Thirtyfour Thirty","0","160","28","Lifeboat Mona","Telescope","6441-662259","","1","0","0","0","0","0","10","1","107","1","2.2","2","359","2","745","386","2","98","96","99","93","0","2","0","2","0","2","0","2","0","2","0","2","0","2","0","0","4","4","4.5","72","40","54","54","53","51","70","100","15.38","-5.63","30.77","2m 5f 82y","4702","165","107","43.8499984741211","","28","0","0","0","10","3","0","0","0","0","1","1","4702","107","43.8499984741211","10.48","40","74","50","89","83","","","0","0","0","1","0","1","0","3","7","0","0","0","1","0","3","0","2","1","8","0","0","40"
"14/11/2024 12:40:00 PM","Sedgefield","3698","Hurdle","Good","Juv-Hdle","0","","","Jailbird","0","147","110","Aghaany","Awtaad","050-445461","","1","0","0","0","0","0","2","6","0","3","","4","301","6","591","290","5","68","71","71","80","0","7","0","7","0","7","0","7","0","7","0","7","0","6","0","0","12","15","21","65","65","55","60","59","59","60","","11.11","-4.5","0","","0","","","","110","","4","5","0","0","0","9","1","0","0","0","0","2553","52","0","4.81","65","64","61","66","64","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","2","65"
"14/11/2024 12:40:00 PM","Sedgefield","3698","Hurdle","Good","Juv-Hdle","0","","","Malinka","0","154","16","Makana","Cloth Of Stars","73-677155","","1","0","79","67","91","0","2","6","0","3","2.5","1","345","1","710","365","1","88","86","91","100","61","1","61","1","48","2","48","2","48","2","36","3","61","1","0","0","8.5","8","4","61","55","52","50","54","55","57","100","12.5","5","12.5","2m 125y","3645","152","0","38.25","16","47","3","3","0","2","0","6","0","0","0","1","0","3489","62","22.25","18.78","55","40","27","53","0","","","0","0","1","1","0","2","1","0","2","0","0","0","1","0","3","0","0","0","1","0","1","55"
"14/11/2024 12:40:00 PM","Sedgefield","3698","Hurdle","Good","Juv-Hdle","0","","","Masonbrook Meadow","0","147","18","Kathy Glory","Magna Grecia","466253244P","","1","0","64","40","80","73","8","1","89","1","7","4","331","2","590","259","8","74","75","74","36","56","2","56","2","54","1","54","1","56","1","56","1","56","2","53","47","7.5","8","7.5","63","0","50","55","54","56","62","80","0","-18","16.67","1m 7f 50y","3350","147","89","0","167","18","5","8","0","5","0","13","0","0","0","0","0","3350","89","0","65","0","78","80","73","80","","","0","2","7","0","0","2","0","1","7","0","0","0","0","0","2","0","1","0","7","0","0","0"
"14/11/2024 12:40:00 PM","Sedgefield","3698","Hurdle","Good","Juv-Hdle","0","","","Mill Street","0","154","123","Sara Street","Medaglia d'Oro","25","","1","0","70","50","89","0","4","5","0","3","5.5","2","314","3","632","318","4","83","95","94","46","52","3","52","3","47","3","47","3","47","3","43","2","52","3","0","0","3.5","3.25","2.88","52","43","47","47","47","47","43","100","0","-2","50","2m 70y","3590","154","0","25","","123","0","0","0","2","0","0","0","0","0","0","0","3590","0","25","2.19","43","89","89","0","0","","","0","1","2","0","1","2","0","1","2","0","0","0","0","0","0","0","0","0","2","0","0","43"
"14/11/2024 12:40:00 PM","Sedgefield","3698","Hurdle","Good","Juv-Hdle","0","","","On The Bubble","0","154","17","O Fourlunda","Land Force","469-8171800","","1","0","74","60","88","0","2","6","0","3","9.5","8","298","7","635","337","2","86","83","82","86","27","6","27","6","23","6","23","6","23","6","27","5","20","5","0","0","21","21","26","52","44","37","41","38","44","46","100","20","3.88","0","2m 125y","3645","154","0","58.2999992370605","17","153","5","3","0","2","0","8","1","0","0","1","0","2201","53","23.5","48","44","69","49","93","64","","","0","0","2","0","0","1","1","0","3","0","0","0","2","0","4","0","1","0","2","0","0","44"
"14/11/2024 12:40:00 PM","Sedgefield","3698","Hurdle","Good","Juv-Hdle","0","","","Sweet Soul Music","0","154","25","Deep Influence","Churchill","4460-004","","1","0","52","52","0","0","6","4","0","3","14","7","271","8","539","268","7","84","70","86","28","30","5","30","5","30","5","30","5","30","5","30","4","0","6","0","0","21","29","51","48","30","37","26","40","25","47","100","0","-7","0","2m 178y","3698","156","0","37.5","65","25","4","2","0","1","0","6","0","0","0","0","0","3698","0","37.5","13.85","30","0","0","0","0","","","0","0","3","0","0","1","0","0","2","0","0","1","0","0","1","0","1","0","3","0","0","30"
"14/11/2024 12:40:00 PM","Sedgefield","3698","Hurdle","Good","Juv-Hdle","0","","","Trafalgar Square","0","154","14","Turret Rocks","Too Darn Hot","683-5625054","","1","0","55","52","57","57","8","1","84","2","8.5","6","308","5","597","289","6","86","95","92","16","50","4","50","4","37","4","37","4","32","4","18","6","42","4","32","50","9","9","10","63","18","43","28","50","26","59","100","0","-11","9.09","2m 190y","3710","154","86","18","69","14","4","3","0","4","0","7","0","0","0","0","0","3710","86","18","24.15","18","68","57","57","90","","","0","1","4","0","1","4","0","1","7","0","0","1","0","0","3","0","1","0","4","0","0","18"
"14/11/2024 12:40:00 PM","Sedgefield","3698","Hurdle","Good","Juv-Hdle","0","","","Vinny's Dream","0","154","35","Cracking Lass","Invincible Army","433","","1","0","0","0","0","0","8","1","0","3","","3","311","4","642","331","3","91","86","74","80","0","7","0","7","0","7","0","7","0","7","0","7","0","6","0","0","2.88","2.88","5","59","52","55","55","56","56","56","","0","-3","33.33","","0","","","","35","","1","2","0","0","0","3","0","0","0","0","0","2200","0","3.59999990463257","25.4","52","64","64","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","52"
"14/11/2024 12:55:00 PM","Market Rasen","4539","Hurdle","Good","Mdn-Mare-Hdle","0","","","After Midnight","0","158","170","Midnight Ocean","Sulamani","79U-P7","","1","0","40","40","40","40","0","5","0","1","34","3","317","5","573","256","8","78","79","81","18","36","2","36","2","36","2","36","2","36","2","36","2","0","2","0","0","201","201","101","51","36","26","43","36","0","43","33.33","0","-5","0","2m 3f 123y","4303","150","0","34.25","","170","0","0","0","3","2","0","0","0","0","0","0","4303","0","34.25","1000","36","40","40","40","0","","","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","2","0","0","36"
"14/11/2024 12:55:00 PM","Market Rasen","4539","Hurdle","Good","Mdn-Mare-Hdle","0","","","Fireball Frenzy","0","157","34","Tasmani","Kingston Hill","P","","1","0","40","40","0","0","2","3","0","1","","5","312","6","641","329","5","88","84","85","72","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","0","8","11","8","0","0","0","","0","0","","0","0","-1","0","2m 3f 100y","4280","152","0","0","","34","0","0","0","1","0","0","0","0","0","0","0","4280","0","0","18.5","0","0","0","0","0","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"14/11/2024 12:55:00 PM","Market Rasen","4539","Hurdle","Good","Mdn-Mare-Hdle","0","","","Natus Vincere","0","158","","Khazina","No Risk At All","","","1","0","0","0","0","0","0","5","0","1","","7","281","8","619","338","4","79","83","80","96","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","0","5","6","7.5","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"14/11/2024 12:55:00 PM","Market Rasen","4539","Hurdle","Good","Mdn-Mare-Hdle","0","","","Pepite De Saphir","0","157","330","Pepite Rose","Scorpion","8-","","1","0","0","0","0","0","0","5","0","1","13","6","305","7","654","349","2","94","83","82","90","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","0","26","29","29","36","36","36","36","36","36","","","0","-1","0","2m 69y","3589","154","0","27.75","","330","0","0","0","0","1","0","0","0","0","0","0","3589","0","27.75","44","36","0","0","0","0","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","36"
"14/11/2024 12:55:00 PM","Market Rasen","4539","Hurdle","Good","Mdn-Mare-Hdle","0","","","Rhiannon Ring","0","158","261","Regal Empress","Milan","747","","1","0","68","65","70","0","2","3","0","1","17","2","327","3","614","287","7","68","67","74","78","39","1","39","1","37","1","37","1","37","1","39","1","35","1","0","0","51","51","34","44","39","39","39","39","39","39","100","0","-3","0","1m 7f 156y","3456","154","0","38.25","","261","0","0","0","2","1","0","0","0","0","0","0","3456","0","38.25","227.23","39","70","70","0","0","","","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","39"
"14/11/2024 12:55:00 PM","Market Rasen","4539","Hurdle","Good","Mdn-Mare-Hdle","0","","","Rula Bula","0","158","250","Kopitar","Mount Nelson","614-2","","1","0","0","0","0","0","6","1","0","1","2","1","363","1","739","376","1","90","94","92","100","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","0","1.57","1.4","1.44","75","75","59","67","63","70","70","","25","9","25","1m 7f 216y","3516","156","0","1.75","","250","0","0","0","0","4","0","0","0","0","0","1","3516","0","1.75","16","75","85","94","93","67","","","0","0","0","0","0","0","0","0","1","0","0","0","1","1","2","0","2","0","0","0","0","75"
"14/11/2024 12:55:00 PM","Market Rasen","4539","Hurdle","Good","Mdn-Mare-Hdle","0","","","Tres Bien","5","157","44","Ice Tres","Linda's Lad","35PP","","1","0","40","40","40","0","4","2","0","1","8","7","322","4","610","288","6","81","72","76","59","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","0","201","201","101","40","0","19","38","18","0","36","0","0","-4","25","2m 3f 188y","4368","146","0","0","","44","0","0","0","2","2","0","0","0","0","0","0","4368","0","0","934.14","0","40","40","0","0","","","0","1","3","0","0","0","0","1","3","0","0","1","0","0","0","0","1","0","3","0","0","0"
