"Race Time","Course","Distance (y)","Race Type","Official Going","Classifications","Position","Horse","Jockey Claim","Weight (pounds)","SP Odds Decimal","BF Decimal SP","Won (1=Won, 0=Lost)","PRC Average","PRC Last Run","PRC 2nd Last Run","PRC 3rd Last Run","Pace Rating","Pace Rating Rank","OR","OR Rank","Tissue Odds Decimal","PFR Rank","Main","Main Rank","Main Stats","Stats","Stats Rank","Trn Stats","Jky Stats","TrnJky Stats","Hrs Stats","HA Career Speed Rating","HA Career Speed Rating Rank","HA Last 1 Year Speed Rating","HA Last 1 Year Speed Rating Rank","MR Career Speed Rating","MR Career Speed Rating Rank","MR Last 1 Year Speed Rating","MR Last 1 Year Speed Rating Rank","MR Last 3 Runs Speed Rating","MR Last 3 Runs Speed Rating Rank","LTO Speed Rating","LTO Speed Rating Rank","2nd LTO Speed Rating","2nd LTO Speed Rating Rank","3rd LTO Speed Rating","4th LTOt Speed Rating","Evening Price","Breakfast Price","Morning Price",dyHA,dyLTO,dyAVG,dyAVG(x),dyMR,dyMR(x),dy2HA,"Finished Races SR","WON SR Before","Won P/L Before","Plc SR Before",DSLR(F),DSLR(J),"FLAT TURF Runs Before","FLAT AW Runs Before","CHASE Runs Before","HURDLE Runs Before","NHF Runs Before","ALL FLAT Runs Before","FLAT TURF Wins Before","FLAT AW Wins Before","CHASE Wins Before","HURDLE Wins Before","NHF Wins Before","Distance In Yards LTO","Official Rating LTO","Distance To Winner LTO","Betfair SP Odds LTO (Decimcal)","Speed Rating LTO","PRC Average LTO","PRC Last Run LTO","PRC 2nd Last Run LTO","PRC 3rd Last Run LTO","JSH Mean Movement Rank","Cherry Picked Rating","Today's Going Wins","Today's Going Places","Today's Going Runs","Today's Distance Wins","Today's Distance Places","Today's Distance Runs","Today's Class Wins","Today's Class Places","Today's Class Runs","Today's Course Wins","Today's Course Places","Today's Course Runs","Heavy/Soft Ground Wins","Heavy/Soft Ground Places","Heavy/Soft Ground Runs","Good to Soft Ground Wins","Good to Soft Ground Runs","Good Ground Wins","Good Ground Runs","Good to Firm Ground Wins","Good to Firm Ground Runs","SpeedRating LTO"
"10/09/2024 2:50:00 PM","Catterick","1100","Turf","Soft","Hcap","5","Object","3","123","9","10.5","0","60","63","61","57","6","1","63","8","13","8","267","6","546","279","6","78","79","66","56","65","8","65","7","56","8","61","6","63","5","65","4","63","3","61","54","9","8","8","65","65","53","63","57","63","65","","12.5","-11.29","16.67","18","","20","4","0","0","0","24","2","1","0","0","0","1107","64","2.25","6.59","65","69","61","57","89","","","1","1","4","1","2","12","0","0","2","1","0","3","1","2","6","0","3","0","7","1","4","65"
"10/09/2024 2:50:00 PM","Catterick","1100","Turf","Soft","Hcap","6","Vadamiah","0","126","17","20.78","0","29","13","34","40","6","1","63","8","15","5","261","8","561","300","3","92","83","73","52","67","4","67","3","60","5","60","8","50","9","44","9","61","6","50","47","11","12","13","67","44","56","51","59","50","67","","15","1.5","10","33","","19","1","0","0","0","20","3","0","0","0","0","1142","66","7.05000019073486","4.37","44","47","34","40","67","","","0","0","2","3","2","20","2","1","8","3","0","6","0","0","2","1","2","1","8","1","7","44"
"10/09/2024 2:50:00 PM","Catterick","1100","Turf","Soft","Hcap","7","Miss Anya","0","135","12","14.98","0","63","69","79","42","4","6","73","3","9.5","5","267","6","486","219","9","65","64","72","18","65","8","64","8","62","2","61","6","63","5","64","5","63","3","57","61","8","8","11","65","64","58","61","60","63","64","","12.5","-11.17","31.25","18","","7","9","0","0","0","16","0","2","0","0","0","1100","73","2","6.24","64","64","79","42","71","","","0","1","2","2","3","10","1","5","14","0","0","0","0","1","2","0","0","0","2","0","3","64"
"10/09/2024 2:50:00 PM","Catterick","1100","Turf","Soft","Hcap","8","Le Beau Garcon","0","138","4.33","4.49","0","80","60","85","95","6","1","75","1","9.5","2","308","3","624","316","2","73","89","93","61","75","1","71","2","64","1","66","1","66","2","64","5","67","1","66","60","6.5","5","4","75","64","62","65","63","66","71","","13.64","-10.25","40.91","38","","20","2","0","0","0","22","3","0","0","0","0","1100","75","3","3.59","64","87","85","95","82","","","0","1","1","3","9","18","2","3","5","0","2","3","0","1","1","0","4","0","7","3","8","64"
"10/09/2024 2:50:00 PM","Catterick","1100","Turf","Soft","Hcap","9","Good Point","3","134","9.5","12","0","64","85","48","60","4","6","75","1","9","7","274","5","524","250","7","88","71","85","6","66","6","66","5","59","6","64","3","60","7","60","7","55","8","64","66","11","11","11","66","60","55","56","59","55","64","","10","-6.5","30","16","","8","2","0","0","0","10","0","1","0","0","0","1100","77","5","40","60","64","48","60","84","","","0","1","1","1","3","9","1","1","3","0","0","0","0","1","2","0","1","0","2","0","3","60"
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","1","Formal","0","134","1.62","1.71","1","91","91","0","0","0","4","0","1","1.62","1","354","1","724","370","1","87","100","83","100","53","2","53","2","53","2","53","2","53","2","53","2","0","2","0","0","1.62","1.62","1.57","53","53","53","53","53","53","","","100","6","0","47","","1","0","0","0","0","1","1","0","0","0","0","1540","0","0","9.64","53","0","0","0","0","","","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","53"
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","2","Starlit Spice","0","128","9","11.83","0","0","0","0","0","0","4","0","1","","3","308","6","655","347","2","84","77","92","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","11","11","12","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","3","Storm Lady","0","128","23","34","0","0","0","0","0","0","4","0","1","","6","296","8","582","286","8","65","66","61","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","17","19","19","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","4","Maybe Not","0","128","7.5","12","0","0","0","0","0","4","1","0","1","","7","320","4","655","335","4","84","84","73","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","9","11","12","50","50","50","50","50","50","","","0","-1","0","27","","0","1","0","0","0","1","0","0","0","0","0","1540","0","6.75","10.96","50","0","0","0","0","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50"
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","5","Unforgetable Belle","0","128","81","220","0","69","60","77","0","2","2","0","1","4","4","348","2","480","132","12","54","53","69","-44","55","1","55","1","54","1","54","1","54","1","54","1","55","1","0","0","51","51","51","55","54","54","54","54","54","54","","0","-2","0","13","","2","0","0","0","0","2","0","0","0","0","0","1555","0","5.25","14.5","54","77","77","0","0","","","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","54"
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","6","Nippasso","0","128","201","691.54","0","0","0","0","0","0","4","0","1","","11","276","11","529","253","10","53","51","55","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","51","51","51","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","7","Eliza Bennet","0","128","51","140","0","0","0","0","0","0","4","0","1","","10","291","9","627","336","3","87","78","77","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","51","51","51","46","46","46","46","46","46","","","0","-1","0","97","","0","1","0","0","0","1","0","0","0","0","0","1320","0","7.30000019073486","101.47","46","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46"
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","8","Cosi Bear","0","128","67","150.51","0","0","0","0","0","0","4","0","1","","9","284","10","588","304","6","87","56","67","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","34","23","29","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","9","Borderline Madness","0","128","251","1000","0","40","40","0","0","0","4","0","1","9","5","319","5","515","196","11","67","80","81","-32","21","3","21","3","21","3","21","3","21","3","21","3","0","2","0","0","101","101","101","21","21","21","21","21","21","","","0","-1","0","18","","1","0","0","0","0","1","0","0","0","0","0","1540","0","33.25","80","21","0","0","0","0","","","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","21"
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","10","Orchid","0","128","4.33","5.71","0","0","0","0","0","2","2","0","1","","2","347","3","677","330","5","85","77","74","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","4","4.33","4.33","57","57","57","57","57","57","","","0","-1","100","27","","0","1","0","0","0","1","0","0","0","0","0","1540","0","1","13.83","57","0","0","0","0","","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57"
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","11","Freedom Bay","0","128","126","515.29","0","0","0","0","0","0","4","0","1","","11","276","11","537","261","9","56","48","63","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","51","51","51","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:10:00 PM","Leicester","1540","Turf","Good To Soft","Nov-Fil","12","Addenda","0","128","201","430.57","0","0","0","0","0","0","4","0","1","","7","304","7","592","288","7","61","53","80","94","0","4","0","4","0","4","0","4","0","4","0","4","0","2","0","0","41","51","51","29","29","29","29","29","29","","","0","-1","0","29","","0","1","0","0","0","1","0","0","0","0","0","1540","0","29.75","11.89","29","0","0","0","0","","","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","29"
"10/09/2024 3:20:00 PM","Catterick","2653","Turf","Soft","Hcap","1","Laudable","0","132","4","4.5","1","84","91","93","67","4","4","54","6","4.5","1","346","1","691","345","1","96","84","87","78","66","1","66","1","53","4","55","2","64","1","64","1","66","1","45","60","3.5","3.75","4.33","66","64","52","58","53","64","64","","13.33","-6","13.33","15","","15","0","0","0","0","15","2","0","0","0","0","2150","50","0","5","64","70","93","67","49","","","0","0","5","0","1","2","2","2","10","0","0","1","0","0","6","1","4","1","5","0","0","64"
"10/09/2024 3:20:00 PM","Catterick","2653","Turf","Soft","Hcap","2","Due Consideration","0","128","4.5","5.6","0","70","71","78","61","10","1","58","3","6.5","3","326","2","598","272","6","84","61","85","42","65","2","65","2","56","1","56","1","64","1","64","1","65","2","56","56","5","4.5","4","69","64","51","61","56","64","65","","5.88","-14.13","41.18","24","","13","4","0","0","0","17","1","0","0","0","0","2150","58","1.54999995231628","7.49","64","64","78","61","53","","","0","0","1","0","0","0","1","6","12","0","0","1","0","0","1","1","1","0","7","0","4","64"
"10/09/2024 3:20:00 PM","Catterick","2653","Turf","Soft","Hcap","3","Normandy Vista","0","126","2.88","3.1","0","46","88","25","24","8","2","56","5","6.5","4","312","3","576","264","7","89","92","72","11","58","5","58","4","54","2","54","3","54","3","55","5","54","3","28","55","3.5","3.75","3","60","55","51","45","55","54","59","","0","-8","12.5","13","","6","2","0","0","0","8","0","0","0","0","0","3052","55","0.300000011920929","31.5","55","29","25","24","37","","","0","0","1","0","0","5","0","1","4","0","1","2","0","0","1","0","0","0","3","0","2","55"
"10/09/2024 3:20:00 PM","Catterick","2653","Turf","Soft","Hcap","4","Albert Lasker","0","127","5.5","6.15","0","42","71","27","27","4","4","57","4","7","2","278","4","606","328","2","84","85","98","61","59","4","59","3","54","2","54","3","54","3","59","3","33","5","54","0","8","6.5","6","59","59","43","30","49","33","59","","0","-7","14.29","22","","4","3","0","0","0","7","0","0","0","0","0","2653","60","6","19.77","59","34","27","27","47","","","0","0","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","2","59"
"10/09/2024 3:20:00 PM","Catterick","2653","Turf","Soft","Hcap","5","Morandi Second","3","135","13","15.61","0","0","0","0","0","6","3","60","1","","5","273","5","588","315","3","67","78","86","84","0","7","0","7","0","7","0","7","0","7","0","7","0","6","0","0","15","15","17","57","56","44","51","50","50","56","88.89","0","-9","22.22","","17","0","0","2","7","0","0","0","0","0","0","0","3786","87","10.5","9.46","56","49","66","42","40","","","0","0","4","0","0","0","0","0","0","0","0","1","0","0","4","0","3","0","2","0","0","56"
"10/09/2024 3:20:00 PM","Catterick","2653","Turf","Soft","Hcap","6","A Friend To All","0","120","51","60.62","0","51","51","0","0","0","7","50","7","26","5","240","7","538","298","4","75","69","74","80","43","6","43","6","43","6","43","6","43","6","43","6","0","6","0","0","26","26","26","43","32","36","36","34","34","34","","0","-3","0","23","","1","2","0","0","0","3","0","0","0","0","0","1554","0","31.8500003814697","833.18","32","45","45","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","32"
"10/09/2024 3:20:00 PM","Catterick","2653","Turf","Soft","Hcap","7","Farhhfromforgotten","0","138","34","43.49","0","21","13","37","13","2","6","60","1","34","5","264","6","554","290","5","75","85","82","48","61","3","57","5","52","5","49","5","52","5","57","4","52","4","49","47","26","26","26","61","57","52","52","52","52","60","","0","-11","18.18","99","","11","0","0","0","0","11","0","0","0","0","0","2886","62","9.35000038146973","52.62","57","36","37","13","59","","","0","0","1","0","0","1","0","0","3","0","0","0","0","0","1","0","1","0","6","0","3","57"
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","1","Trinity College","0","133","1.9","2","1","67","73","61","0","6","1","0","1","3.5","1","365","1","645","280","8","97","83","92","8","62","1","62","1","60","1","60","1","60","1","62","1","59","1","0","0","2.38","2.38","1.83","62","62","60","60","60","60","59","","0","-2","0","33","","2","0","0","0","0","2","0","0","0","0","0","1760","0","5.80000019073486","3.31","62","61","61","0","0","","","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","62"
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","2","Minella Boss","0","133","13","17.5","0","0","0","0","0","0","3","0","1","","6","302","6","638","336","3","85","81","70","100","0","6","0","6","0","6","0","6","0","6","0","6","0","3","0","0","21","26","34","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","3","Heldtoransom","0","133","8","11.5","0","0","0","0","0","0","3","0","1","","9","290","9","665","375","1","81","99","95","100","0","6","0","6","0","6","0","6","0","6","0","6","0","3","0","0","4","4.5","6.5","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","4","Desmond Castle","0","133","67","235.46","0","40","27","52","0","0","3","0","1","9","4","331","5","630","299","6","81","89","85","44","39","4","39","4","39","4","39","4","39","4","39","4","0","3","0","0","34","34","34","39","0","19","39","19","19","0","","0","-2","0","7","","2","0","0","0","0","2","0","0","0","0","0","1540","0","0","383.49","0","52","52","0","0","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0"
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","5","Green Asset","0","133","34","65","0","49","49","49","0","4","2","0","1","8","3","347","3","574","227","10","63","59","65","40","56","3","56","3","55","3","55","3","55","3","55","3","56","2","0","0","11","13","19","56","55","55","55","55","55","55","","0","-2","0","7","","2","0","0","0","0","2","0","0","0","0","0","1540","0","8.19999980926514","50","55","49","49","0","0","","","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","55"
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","6","Medieval Night","0","133","7.5","9.27","0","60","60","0","0","0","3","0","1","3.25","2","358","2","679","321","5","82","85","88","66","57","2","57","2","57","2","57","2","57","2","57","2","0","3","0","0","6","6.5","7.5","57","57","57","57","57","57","","","0","-1","0","33","","1","0","0","0","0","1","0","0","0","0","0","1760","0","11.3000001907349","31.36","57","0","0","0","0","","","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","57"
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","7","Des Moines","7","126","5.5","6.74","0","0","0","0","0","0","3","0","1","","6","302","6","644","342","2","97","62","83","100","0","6","0","6","0","6","0","6","0","6","0","6","0","3","0","0","6","6","7","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","8","Minella Study","0","133","9.5","13.94","0","0","0","0","0","0","3","0","1","","6","302","6","630","328","4","85","81","62","100","0","6","0","6","0","6","0","6","0","6","0","6","0","3","0","0","21","21","15","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","9","Hes Bullet Proof","5","128","301","1000","0","40","40","0","0","0","3","0","1","5.5","5","335","4","605","270","9","60","71","73","66","36","5","36","5","36","5","36","5","36","5","36","5","0","3","0","0","101","101","101","36","36","36","36","36","36","","","0","-1","0","10","","1","0","0","0","0","1","0","0","0","0","0","1760","0","24.8999996185303","1000","36","0","0","0","0","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","36"
"10/09/2024 3:35:00 PM","Galway","1858","Turf","Good To Soft","Mdn","10","Rose Of Glenhest","0","128","151","650","0","0","0","0","0","0","3","0","1","","9","290","9","584","294","7","59","65","70","100","0","6","0","6","0","6","0","6","0","6","0","6","0","3","0","0","51","26","26","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","1","Starzintheireyes","0","128","1.44","1.57","1","93","93","0","0","0","3","0","1","4.33","1","358","1","617","259","9","88","81","80","10","60","1","60","1","60","1","60","1","60","1","60","1","0","3","0","0","1.73","1.62","1.57","60","60","60","60","60","60","","","0","-1","100","60","","1","0","0","0","0","1","0","0","0","0","0","1540","0","3.25","26.47","60","0","0","0","0","","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","60"
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","2","Archivist","0","128","4.5","7.12","0","42","42","0","0","2","2","0","1","12","3","323","3","675","352","2","91","100","91","70","55","3","55","3","55","2","55","2","55","2","55","2","0","3","0","0","6.5","7","7","55","55","55","55","55","55","","","0","-1","0","70","","1","0","0","0","0","1","0","0","0","0","0","1540","0","5.75","7.49","55","0","0","0","0","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","55"
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","3","Spirit Of Summer","0","128","6","8.2","0","87","83","90","0","0","3","0","1","4.33","2","342","2","563","221","11","80","81","82","-22","57","2","57","2","53","3","53","3","53","3","50","3","57","1","0","0","7","8","6.5","57","50","53","53","53","53","50","","0","-2","50","18","","2","0","0","0","0","2","0","0","0","0","0","1540","0","12.5500001907349","13.49","50","90","90","0","0","","","0","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","50"
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","4","Lunar Orbit","0","128","34","45.38","0","0","0","0","0","0","3","0","1","","9","262","11","549","287","5","67","51","69","100","0","8","0","8","0","8","0","8","0","8","0","8","0","3","0","0","29","34","34","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","5","Binhareer","0","128","13","17.84","0","0","0","0","0","0","3","0","1","","7","270","9","637","367","1","94","80","93","100","0","8","0","8","0","8","0","8","0","8","0","8","0","3","0","0","7","8","9","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","6","One More Chrome","0","128","41","117.71","0","0","0","0","0","0","3","0","1","","5","278","8","600","322","3","75","78","69","100","0","8","0","8","0","8","0","8","0","8","0","8","0","3","0","0","34","34","41","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","7","Nebrook Dream","3","125","151","509.29","0","54","54","0","0","4","1","0","1","8.5","5","323","3","607","284","6","57","75","82","70","49","6","49","6","49","5","49","5","49","5","49","5","0","3","0","0","51","51","51","49","49","48","48","48","48","47","","0","-2","50","16","","1","1","0","0","0","2","0","0","0","0","0","1543","0","13.8500003814697","26","49","0","0","0","0","","","0","0","1","0","1","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","49"
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","8","Telecommunication","0","128","151","634.83","0","64","72","55","0","0","3","0","1","17","4","304","5","542","238","10","69","60","63","46","51","4","51","4","48","6","48","6","48","6","46","6","51","2","0","0","26","34","34","51","46","48","48","48","48","46","","0","-2","0","16","","2","0","0","0","0","2","0","0","0","0","0","1760","0","9.30000019073486","34.82","46","55","55","0","0","","","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","46"
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","9","Aim For The Bull","0","128","101","252.64","0","27","27","0","0","0","3","0","1","12","9","291","6","568","277","7","52","72","69","84","50","5","50","5","50","4","50","4","50","4","50","3","0","3","0","0","51","51","51","50","50","50","50","50","50","","","0","-1","0","32","","1","0","0","0","0","1","0","0","0","0","0","1315","0","5.75","23.92","50","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","50"
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","10","Something Splendid","0","128","67","115.39","0","0","0","0","0","0","3","0","1","","7","270","9","582","312","4","70","70","72","100","0","8","0","8","0","8","0","8","0","8","0","8","0","3","0","0","26","29","34","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"10/09/2024 3:44:00 PM","Leicester","1540","Turf","Good To Soft","Nov","11","One More Guinness","0","128","201","1000","0","67","67","0","0","0","3","0","1","13","9","279","7","546","267","8","57","51","75","84","44","7","44","7","44","7","44","7","44","7","44","7","0","3","0","0","151","101","101","44","34","39","39","39","39","34","","0","-2","0","39","","1","1","0","0","0","2","0","0","0","0","0","1320","0","23.2999992370605","250","34","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","34"
"10/09/2024 3:52:00 PM","Catterick","1312","Turf","Soft","Nov","1","Scarboroughwarning","0","124","2.38","2.73","1","0","0","0","0","4","1","68","2","","3","333","3","711","378","1","99","87","92","100","0","5","0","5","0","5","0","5","0","5","0","5","0","4","0","0","3","2.75","3","64","61","57","62","61","63","63","","0","-5","40","14","","0","5","0","0","0","5","0","0","0","0","0","1541","69","7.5","12.33","61","77","82","64","84","","","0","0","0","0","1","2","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","61"
"10/09/2024 3:52:00 PM","Catterick","1312","Turf","Soft","Nov","2","Glowchester","5","117","6.5","7.36","0","56","69","42","0","4","1","0","4","6.5","4","319","4","672","353","2","87","91","93","82","63","2","63","2","59","1","59","1","59","2","63","1","56","2","0","0","9","10","13","63","63","59","59","59","59","56","","0","-2","0","36","","2","0","0","0","0","2","0","0","0","0","0","1100","0","3.25","17.05","63","42","42","0","0","","","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","63"
"10/09/2024 3:52:00 PM","Catterick","1312","Turf","Soft","Nov","3","Brazilian Rose","0","133","2.75","3.11","0","0","0","0","0","2","5","0","4","","1","335","2","664","329","4","79","73","77","100","0","5","0","5","0","5","0","5","0","5","0","5","0","4","0","0","2.25","2.25","1.91","62","62","62","62","62","62","","","100","0.9","0","19","","0","1","0","0","0","1","0","1","0","0","0","1541","0","0","2.1","62","0","0","0","0","","","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","62"
"10/09/2024 3:52:00 PM","Catterick","1312","Turf","Soft","Nov","4","Oligopoly","0","131","7","7.94","0","52","27","85","45","4","1","71","1","2.63","2","348","1","634","286","6","81","80","85","40","67","1","67","1","52","2","56","2","60","1","60","2","67","1","46","52","7","7","8","67","60","51","57","52","60","60","","0","-7","42.86","31","","7","0","0","0","0","7","0","0","0","0","0","1577","72","10.5","13.81","60","65","85","45","64","","","0","0","2","0","0","2","0","2","5","0","0","0","0","0","2","0","2","0","1","0","2","60"
"10/09/2024 3:52:00 PM","Catterick","1312","Turf","Soft","Nov","5","Blue Jay Way","7","122","301","528.34","0","28","27","34","24","2","5","44","3","17","5","290","5","598","308","5","80","83","90","55","52","3","39","3","40","3","36","3","36","3","39","3","34","3","0","0","101","126","126","52","44","38","37","40","39","51","","0","-10","0","49","","8","2","0","0","0","10","0","0","0","0","0","1121","44","11.0500001907349","187.09","44","13","13","0","0","","","0","0","1","0","0","3","0","0","6","0","0","2","0","0","2","0","1","0","4","0","1","44"
"10/09/2024 3:52:00 PM","Catterick","1312","Turf","Soft","Nov","6","Sadiiki","3","121","501","1000","0","27","27","0","0","0","7","0","4","17","6","285","6","547","262","7","67","75","78","42","16","4","16","4","16","4","16","4","16","4","16","4","0","4","0","0","101","126","126","16","16","16","16","16","16","","","0","-1","0","20","","1","0","0","0","0","1","0","0","0","0","0","1282","0","29.75","116.03","16","0","0","0","0","","","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","16"
