"Race Time","Course","Distance (y)","Race Type","Official Going","Classifications","Draw","Draw IV","Position","Horse","Jockey Claim","Weight (pounds)","DSLR","Dam","Sire","Form String","SP Odds Decimal","BF Decimal SP","Won (1=Won, 0=Lost)","PRC Average","PRC Last Run","PRC 2nd Last Run","PRC 3rd Last Run","Pace Rating","Pace Rating Rank","OR","OR Rank","Tissue Odds Decimal","PFR Rank","Main","Main Rank","Main Stats","Stats","Stats Rank","Trn Stats","Jky Stats","TrnJky Stats","Hrs Stats","HA Career Speed Rating","HA Career Speed Rating Rank","HA Last 1 Year Speed Rating","HA Last 1 Year Speed Rating Rank","MR Career Speed Rating","MR Career Speed Rating Rank","MR Last 1 Year Speed Rating","MR Last 1 Year Speed Rating Rank","MR Last 3 Runs Speed Rating","MR Last 3 Runs Speed Rating Rank","LTO Speed Rating","LTO Speed Rating Rank","2nd LTO Speed Rating","2nd LTO Speed Rating Rank","3rd LTO Speed Rating","4th LTOt Speed Rating","Evening Price","Breakfast Price","Morning Price",dyHA,dyLTO,dyAVG,dyAVG(x),dyMR,dyMR(x),dy2HA,"Finished Races SR","WON SR Before","Won P/L Before","Plc SR Before","Distance LTO (Same Code)","Distance In Yards LTO (Same Code)","Pounds LTO (Same Code)","Official Rating LTO (Same Code)","Distance To Winner LTO (Same Code)",DSLR(F),DSLR(J),"FLAT TURF Runs Before","FLAT AW Runs Before","CHASE Runs Before","HURDLE Runs Before","NHF Runs Before","ALL FLAT Runs Before","FLAT TURF Wins Before","FLAT AW Wins Before","CHASE Wins Before","HURDLE Wins Before","NHF Wins Before","Distance In Yards LTO","Official Rating LTO","Distance To Winner LTO","Betfair SP Odds LTO (Decimcal)","Speed Rating LTO","PRC Average LTO","PRC Last Run LTO","PRC 2nd Last Run LTO","PRC 3rd Last Run LTO","JSH Mean Movement Rank","Cherry Picked Rating","Today's Going Wins","Today's Going Places","Today's Going Runs","Today's Distance Wins","Today's Distance Places","Today's Distance Runs","Today's Class Wins","Today's Class Places","Today's Class Runs","Today's Course Wins","Today's Course Places","Today's Course Runs","Heavy/Soft Ground Wins","Heavy/Soft Ground Places","Heavy/Soft Ground Runs","Good to Soft Ground Wins","Good to Soft Ground Runs","Good Ground Wins","Good Ground Runs","Good to Firm Ground Wins","Good to Firm Ground Runs","SpeedRating LTO"
"11/11/2024 12:30:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","No Questions Asked","0","158","212","Fancy Fashion","Ask","16","","1","0","0","0","0","0","0","4","0","1","2","1","359","1","703","344","3","89","92","88","75","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","0","1.67","1.57","1.4","75","75","59","59","59","59","43","","50","0.75","0","2m 209y","3729","158","0","6.05000019073486","","212","0","0","0","0","2","0","0","0","0","0","1","3729","0","6.05000019073486","46","75","85","85","0","0","","","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","75"
"11/11/2024 12:30:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Powerofjet","0","158","16","Our Dot","Jet Away","09","","1","0","52","46","57","0","0","4","0","1","9","4","323","3","560","237","10","63","73","62","39","49","2","49","2","48","2","48","2","48","2","48","2","49","1","0","0","101","101","126","49","48","48","48","48","48","48","100","0","-2","0","2m 51y","3571","158","0","36.25","","16","0","0","0","2","0","0","0","0","0","0","0","3571","0","36.25","417.05","48","57","57","0","0","","","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","48"
"11/11/2024 12:30:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Willie Shake Hands","0","158","22","Lady Olivia","Mount Nelson","3P","","1","0","40","40","0","0","8","1","0","1","7.5","6","314","4","566","252","9","77","81","79","15","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","0","13","13","13","51","0","25","51","25","25","0","0","0","-2","0","2m 178y","3698","158","0","0","","22","0","0","0","1","1","0","0","0","0","0","0","3698","0","0","10.5","0","0","0","0","0","","","0","0","1","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0"
"11/11/2024 12:45:00 PM","Kempton","3520","Hurdle","Good","Nov-Hdle","0","","","Birthday Angel","0","154","21","Capulet Monteque","Dark Angel","4-24703","","1","0","74","74","0","0","4","3","0","1","8","2","330","2","617","287","8","80","77","82","48","57","2","57","2","57","2","57","2","57","2","57","2","0","1","0","0","19","19","13","57","57","54","54","54","54","56","100","0","-6","16.67","1m 7f 195y","3495","153","0","12","212","21","1","4","0","1","0","5","0","0","0","0","0","3495","0","12","80.12","57","0","0","0","0","","","0","0","0","0","0","1","0","0","2","0","1","1","0","0","0","0","1","0","0","0","1","57"
"11/11/2024 12:45:00 PM","Kempton","3520","Hurdle","Good","Nov-Hdle","0","","","Call Your Bluff","0","154","30","Squeeze Me","Telescope","7","","1","0","53","53","0","0","0","6","0","1","7","5","307","7","650","343","1","81","89","79","94","45","4","45","4","45","4","45","4","45","4","45","4","0","1","0","0","101","101","101","45","45","45","45","45","45","","100","0","-1","0","2m 2f 110y","4070","150","0","57.25","","30","0","0","0","1","0","0","0","0","0","0","0","4070","0","57.25","211.14","45","0","0","0","0","","","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","45"
"11/11/2024 12:45:00 PM","Kempton","3520","Hurdle","Good","Nov-Hdle","0","","","Golden Dove","0","147","15","Laughing Dove","Golden Horn","068-4234757","","1","0","74","74","0","0","2","4","0","1","10","4","314","5","609","295","7","78","70","81","66","50","3","50","3","50","3","50","3","50","3","50","3","0","1","0","0","15","17","15","72","50","56","51","56","50","66","100","5.71","5","25.71","1m 7f 50y","3350","151","0","16.3500003814697","33","15","20","14","0","1","0","34","1","1","0","0","0","3350","0","16.3500003814697","26.72","50","0","0","0","0","","","0","3","7","0","0","0","0","3","7","1","4","7","1","1","7","0","3","0","7","0","4","50"
"11/11/2024 12:45:00 PM","Kempton","3520","Hurdle","Good","Nov-Hdle","0","","","Guinness Lad","0","154","21","Never Again","Berkshire","75","","1","0","57","57","0","0","0","6","0","1","12","6","291","8","613","322","6","89","86","89","58","43","5","43","5","43","5","43","5","43","5","43","5","0","1","0","0","101","101","101","46","43","44","44","44","44","43","100","0","-2","0","1m 7f 195y","3495","153","0","21.2999992370605","","21","0","0","0","1","1","0","0","0","0","0","0","3495","0","21.2999992370605","75.18","43","0","0","0","0","","","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","43"
"11/11/2024 12:45:00 PM","Kempton","3520","Hurdle","Good","Nov-Hdle","0","","","Hms President","0","154","190","Dance Hall Girl","Excelebration","2220/2120-20","","1","0","90","90","0","0","2","4","0","1","3.13","1","345","1","687","342","2","92","87","94","69","71","1","71","1","71","1","71","1","71","1","71","1","0","1","0","0","1.73","1.73","1.8","85","50","66","60","67","59","80","100","10.81","-15.5","40.54","1m 7f 195y","3495","161","0","1.75","190","273","32","4","0","1","0","36","3","1","0","0","0","3080","101","45.5499992370605","20.48","50","87","67","96","98","","","0","4","9","0","1","1","2","2","6","0","1","2","1","3","9","1","6","0","9","1","9","50"
"11/11/2024 12:45:00 PM","Kempton","3520","Hurdle","Good","Nov-Hdle","0","","","Most Wanted","0","154","482","Pure Jazz","Buratino","3/332-","","1","0","0","0","0","0","8","1","0","1","","3","315","3","653","338","4","74","86","78","100","0","6","0","6","0","6","0","6","0","6","0","6","0","1","0","0","7.5","7.5","11","71","71","61","62","61","61","61","","0","-4","100","","0","","","","482","","4","0","0","0","0","4","0","0","0","0","0","1790","78","0.5","1.75","71","81","80","87","76","","","0","1","1","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0","1","0","0","71"
"11/11/2024 12:45:00 PM","Kempton","3520","Hurdle","Good","Nov-Hdle","0","","","Piper Park","0","147","282","Shannon Theatre","Walk In The Park","3","","1","0","0","0","0","0","0","6","0","1","4.5","7","311","6","650","339","3","92","89","89","69","0","6","0","6","0","6","0","6","0","6","0","6","0","1","0","0","3","3","2.88","71","71","71","71","71","71","","","0","-1","100","2m","3520","154","0","6.80000019073486","","282","0","0","0","0","1","0","0","0","0","0","0","3520","0","6.80000019073486","4.3","71","0","0","0","0","","","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","71"
"11/11/2024 12:45:00 PM","Kempton","3520","Hurdle","Good","Nov-Hdle","0","","","Villalobos","0","154","7","Swift Acclaim","Footstepsinthesand","60-65151664","","1","0","0","0","0","0","8","1","0","1","","8","315","3","645","330","5","75","78","77","100","0","6","0","6","0","6","0","6","0","6","0","6","0","1","0","0","51","67","67","71","65","56","60","57","59","67","","15.15","-0.75","21.21","","0","","","","7","","14","19","0","0","0","33","1","4","0","0","0","2084","56","3.29999995231628","9","65","50","46","91","13","","","0","0","6","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","6","1","6","65"
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Balcomie Breeze","0","158","26","The Lady Maggi","Joshua Tree","B/328-P","","1","0","40","40","0","0","4","2","0","1","","5","302","6","585","283","6","63","88","74","58","0","4","0","4","0","4","0","4","0","4","0","4","0","1","0","0","17","17","19","55","0","29","49","38","38","55","0","0","-5","40","2m 3f 154y","4334","154","0","0","","26","0","0","0","1","4","0","0","0","0","0","0","4334","0","0","71.43","0","0","0","0","0","","","0","2","2","0","0","0","0","1","3","0","0","0","0","0","1","0","2","0","2","0","0","0"
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Bo Cruz","0","158","","Katys Girl","Doyen","","","1","0","0","0","0","0","0","5","0","1","","7","270","8","614","344","2","95","71","80","98","0","4","0","4","0","4","0","4","0","4","0","4","0","1","0","0","10","10","19","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Cage Rattler","3","158","6","Misscomplacent","National Defense","1004560058","","1","0","60","60","0","0","2","3","0","1","9","2","338","2","670","332","4","74","89","85","84","38","2","38","2","38","2","38","2","38","2","38","2","0","1","0","0","67","67","101","65","38","49","46","49","49","64","100","6.25","-12","6.25","2m 178y","3698","158","0","42.3499984741211","28","6","10","5","0","1","0","15","1","0","0","0","0","3698","0","42.3499984741211","388.03","38","0","0","0","0","","","0","0","1","0","0","1","0","0","1","0","0","1","1","1","7","0","2","0","1","0","1","38"
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Diamond Mix","0","158","187","Alma Mix","Diamond Boy","6-9","","1","0","0","0","0","0","2","3","0","1","6","4","325","4","602","277","7","74","61","78","64","0","4","0","4","0","4","0","4","0","4","0","4","0","1","0","0","0","0","0","52","50","51","51","51","51","50","","0","-2","0","2m 51y","3571","156","0","43","","187","0","0","0","0","2","0","0","0","0","0","0","3571","0","43","57.06","50","56","56","0","0","","","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","50"
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Didntgotwenty","0","158","25","Brogarais","Soldier Of Fortune","8","","1","0","52","52","0","0","0","5","0","1","12","3","306","5","553","247","9","67","79","71","30","20","3","20","3","20","3","20","3","20","3","20","3","0","1","0","0","101","101","101","20","20","20","20","20","20","","100","0","-1","0","2m 1f 33y","3773","154","0","53","","25","0","0","0","1","0","0","0","0","0","0","0","3773","0","53","194.86","20","0","0","0","0","","","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","20"
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Idaho Valley","0","158","","Katies Fashion","Idaho","","","1","0","0","0","0","0","0","5","0","1","","7","270","8","641","371","1","95","89","89","98","0","4","0","4","0","4","0","4","0","4","0","4","0","1","0","0","2.75","2.88","4.5","","","","","","","","","","","","","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Jet To Vegas","0","158","25","Jet Setting Fiona","Jet Away","2","","1","0","0","0","0","0","0","5","0","1","5","6","326","3","582","256","8","80","75","71","30","0","4","0","4","0","4","0","4","0","4","0","4","0","1","0","0","3.75","4","3.75","57","57","57","57","57","57","","","0","-1","100","2m 1f 33y","3773","156","0","1.25","","25","0","0","0","0","1","0","0","0","0","0","0","3773","0","1.25","15.5","57","0","0","0","0","","","0","0","0","0","1","1","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","57"
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","Sam's Falcon","0","158","22","Falcon's Gunner","Black Sam Bellamy","9","","1","0","0","0","0","0","0","5","0","1","10","9","294","7","598","304","5","87","72","89","56","0","4","0","4","0","4","0","4","0","4","0","4","0","1","0","0","51","51","67","38","38","38","38","38","38","","","0","-1","0","2m 178y","3698","156","0","42.75","","22","0","0","0","0","1","0","0","0","0","0","0","3698","0","42.75","19.6","38","0","0","0","0","","","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","38"
"11/11/2024 1:00:00 PM","Carlisle","3773","Hurdle","Good","Mdn-Hdle","0","","","We're Red And Blue","0","158","24","Samarayia","Blue Bresil","14U2","","1","0","64","88","40","0","6","1","0","1","2.75","1","363","1","700","337","3","93","97","95","52","45","1","45","1","45","1","45","1","45","1","45","1","0","1","0","0","2.75","2.5","1.91","66","45","41","55","50","45","55","50","25","-2.27","25","1m 7f 168y","3468","153","0","1.5","","24","0","0","0","2","2","0","0","0","0","0","1","3468","0","1.5","50","45","40","40","0","0","","","0","0","0","0","0","0","1","1","3","0","0","0","1","0","3","0","1","0","0","0","0","45"
"11/11/2024 1:15:00 PM","Kempton","4510","Chase","Good","Hcap-Nov-Cha","0","","","Ah Whisht","0","156","234","Listening","Getaway","126-5P","","1","0","0","0","0","0","6","3","108","5","15","6","292","6","614","322","4","83","76","80","83","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","0","9","10","7.5","55","0","41","51","50","50","52","80","20","-0.67","20","3m 52y","5332","165","112","0","","234","0","0","0","5","0","0","0","0","0","1","0","5332","112","0","28.12","0","69","66","60","80","","","0","0","0","1","1","3","1","1","4","0","0","0","0","1","3","1","2","0","0","0","0","0"
"11/11/2024 1:15:00 PM","Kempton","4510","Chase","Good","Hcap-Nov-Cha","0","","","Climbing","0","150","41","Spring Flight","Clovis Du Berlais","5274-236","","1","0","71","49","74","89","8","1","102","6","4.33","1","331","2","657","326","3","92","93","95","46","62","2","62","2","61","1","61","1","61","1","49","2","62","1","61","0","7.5","7.5","8","62","49","52","57","57","61","61","100","0","-7","28.57","2m 5f 28y","4648","151","103","41.7000007629395","","41","0","0","3","3","1","0","0","0","0","0","0","4648","103","41.7000007629395","4.86","49","82","74","89","0","","","0","2","5","0","0","1","0","2","6","0","0","0","0","0","0","0","2","0","5","0","0","49"
"11/11/2024 1:15:00 PM","Kempton","4510","Chase","Good","Hcap-Nov-Cha","0","","","Mighty Moth","0","160","187","Ballinderry Moth","Champs Elysees","5/3235-128","","1","0","0","0","0","0","4","4","112","3","5","4","328","3","644","316","6","85","82","84","65","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","0","6","6","5.5","74","67","59","56","64","63","67","100","12.5","-6.1","50","2m 51y","3571","152","112","22.8500003814697","","187","0","0","0","5","3","0","0","0","0","1","0","3571","112","22.8500003814697","9.6","67","85","80","93","83","","","0","1","2","0","0","0","1","1","2","0","0","0","1","1","3","0","3","0","2","0","0","67"
"11/11/2024 1:15:00 PM","Kempton","4510","Chase","Good","Hcap-Nov-Cha","0","","","Montecam","0","169","192","Monte Solaro","Camelot","642-31F","","1","0","0","0","0","0","8","1","121","1","5","2","350","1","718","368","1","96","98","99","75","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","0","3","3","3","65","0","52","63","62","63","65","75","16.67","-4.6","33.33","2m 45y","3565","166","0","0","","192","0","0","0","4","2","0","0","0","0","1","0","3565","0","0","15.87","0","90","94","87","89","","","0","1","2","0","0","0","1","1","3","0","0","1","0","0","1","1","3","0","2","0","0","0"
"11/11/2024 1:15:00 PM","Kempton","4510","Chase","Good","Hcap-Nov-Cha","0","","","Muskoka","0","157","134","Fine Fortune","Milan","76532-33","","1","0","0","0","0","0","0","5","109","4","7.5","5","297","5","616","319","5","86","88","81","64","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","0","4.5","3.75","4","64","63","53","62","62","63","63","100","0","-7","57.14","2m 3f 207y","4387","167","109","8.75","","134","0","0","0","4","3","0","0","0","0","0","0","4387","109","8.75","10.76","63","82","78","89","80","","","0","2","3","0","0","0","0","4","4","0","0","0","0","0","0","0","4","0","3","0","0","63"
"11/11/2024 1:15:00 PM","Kempton","4510","Chase","Good","Hcap-Nov-Cha","0","","","Steppenwolf","0","163","106","Calima Mon Amour","Davidoff","PF6U35-5150","","1","0","72","59","63","93","0","5","115","2","6","3","320","4","657","337","2","86","88","87","76","64","1","64","1","53","2","55","2","57","2","57","1","53","2","64","59","6.5","8","11","64","57","37","58","48","57","60","77.27","9.09","6.5","9.09","2m 4f","4400","165","117","28.5","","106","0","0","11","11","0","0","0","0","1","1","0","4400","117","28.5","20.79","57","75","63","93","70","","","2","0","8","0","0","6","1","2","21","0","0","0","0","2","11","0","3","2","8","0","0","57"
"11/11/2024 1:30:00 PM","Carlisle","4398","Hurdle","Good","Hcap-Nov-Hdle","0","","","Emotional Roller","3","143","75","Carleys Flight","Valirann","6P63-FP99","","1","0","44","51","53","27","4","5","79","11","15","3","249","8","453","204","11","63","62","56","23","71","1","71","1","55","4","56","4","55","4","51","4","55","4","71","58","17","12","10","71","51","35","59","51","51","58","62.5","0","-8","12.5","2m 7f","5060","139","84","23.25","","75","0","0","0","8","0","0","0","0","0","0","0","5060","84","23.25","11","51","36","53","27","27","","","0","0","2","0","1","2","0","0","3","0","0","0","0","1","4","0","2","0","2","0","0","51"
"11/11/2024 1:30:00 PM","Carlisle","4398","Hurdle","Good","Hcap-Nov-Hdle","0","","","Gasmani","0","168","24","Tasmani","Getaway","41944","","1","0","72","70","73","0","6","1","104","1","14","8","277","4","519","242","8","63","73","63","43","38","11","38","9","36","10","36","8","36","8","35","8","38","7","0","0","11","11","9","66","35","45","39","41","38","45","100","20","2.5","0","1m 7f 168y","3468","154","0","6.75","","24","0","0","0","2","3","0","0","0","0","0","1","3468","0","6.75","17.38","35","63","53","73","0","","","0","0","1","0","0","0","1","0","1","0","0","0","1","0","3","0","1","0","1","0","0","35"
"11/11/2024 1:30:00 PM","Carlisle","4398","Hurdle","Good","Hcap-Nov-Hdle","0","","","Get A Superstar","0","158","33","Glenariff","Getaway","421-P434444","","1","0","71","78","76","58","2","7","94","9","10","5","284","3","505","221","9","92","74","79","-24","64","4","64","4","61","1","61","1","63","1","63","1","64","3","59","58","7.5","6","5","64","63","49","62","60","63","63","85.71","10","-7.75","20","2m 3f 188y","4368","148","95","1.85000002384186","","33","0","0","0","7","3","0","0","0","0","0","1","4368","95","1.85000002384186","4.98","63","67","76","58","68","","","0","1","3","0","0","4","1","1","6","0","1","2","1","1","5","0","2","0","3","0","0","63"
